customer_id,age,monthly_bill,total_usage,contract_type,churn
2757,59,183.73,35.7,Month-to-Month,0
2758,37,21.11,86.02,Month-to-Month,1
2759,70,165.92,13.53,Two Year,0
2760,67,190.71,57.0,Month-to-Month,0
2761,41,36.44,15.06,Month-to-Month,1
2762,76,49.06,70.77,Two Year,1
2763,60,192.93,90.6,Month-to-Month,0
2764,79,116.76,44.03,Month-to-Month,0
2765,51,22.56,49.32,One Year,0
2766,42,66.37,92.81,Month-to-Month,0
2767,67,100.99,52.58,One Year,0
2768,46,144.72,49.27,Two Year,0
2769,74,151.97,58.25,One Year,0
2770,56,199.18,69.23,Two Year,0
2771,48,71.75,11.58,Month-to-Month,0
2772,73,116.88,82.29,Month-to-Month,0
2773,64,116.0,44.11,One Year,0
2774,60,93.02,8.16,Two Year,0
2775,67,50.45,78.83,Month-to-Month,0
2776,40,195.94,38.32,One Year,0
2777,61,173.6,10.94,One Year,0
2778,55,109.7,63.74,One Year,0
2779,37,128.58,88.13,Month-to-Month,0
2780,40,60.91,88.89,Two Year,0
2781,79,117.88,95.81,Month-to-Month,1
2782,62,145.09,86.9,Month-to-Month,0
2783,69,112.73,1.21,Two Year,0
2784,33,198.25,38.64,One Year,0
2785,67,130.04,82.04,Month-to-Month,0
2786,59,86.78,37.26,One Year,1
2787,77,158.99,60.55,One Year,0
2788,72,50.68,61.03,Two Year,0
2789,25,89.21,37.14,Two Year,0
2790,67,82.45,90.54,Two Year,0
2791,38,97.73,50.82,One Year,0
2792,18,160.72,47.01,One Year,1
2793,72,107.15,99.75,Month-to-Month,1
2794,25,162.92,49.86,One Year,0
2795,46,123.77,18.66,Two Year,1
2796,49,81.57,51.79,Two Year,0
2797,55,165.8,81.59,Two Year,1
2798,22,62.89,77.91,Two Year,1
2799,64,60.39,79.07,One Year,0
2800,39,110.81,71.09,Two Year,0
2801,64,66.95,26.17,Month-to-Month,0
2802,51,21.64,86.35,One Year,0
2803,18,136.69,89.45,Two Year,0
2804,72,112.0,20.22,Month-to-Month,1
2805,72,100.19,13.92,Two Year,1
2806,43,194.05,97.58,One Year,0
2807,60,122.82,86.96,One Year,1
2808,27,175.42,89.43,Month-to-Month,1
2809,47,45.1,88.75,One Year,0
2810,67,122.46,54.63,Month-to-Month,0
2811,35,176.24,64.99,Two Year,0
2812,34,124.96,54.99,One Year,0
2813,43,149.24,6.07,Two Year,0
2814,25,86.97,74.8,Two Year,0
2815,64,36.64,51.03,One Year,1
2816,57,102.42,65.12,Two Year,1
2817,66,91.01,50.76,Month-to-Month,0
2818,29,176.07,49.69,Month-to-Month,1
2819,44,63.92,18.01,Month-to-Month,0
2820,25,194.01,28.59,One Year,1
2821,42,192.46,16.73,Two Year,0
2822,63,64.57,20.37,Two Year,0
2823,21,82.65,97.32,Two Year,1
2824,50,181.2,16.16,Two Year,0
2825,18,193.99,27.66,Month-to-Month,0
2826,36,99.82,59.47,One Year,0
2827,48,77.78,61.41,Month-to-Month,0
2828,33,114.7,16.24,Month-to-Month,1
2829,31,143.8,79.58,One Year,0
2830,70,69.23,78.74,One Year,1
2831,65,152.57,24.49,Month-to-Month,0
2832,22,29.3,29.58,Two Year,0
2833,58,28.87,93.86,One Year,0
2834,43,89.53,82.74,One Year,0
2835,79,83.63,70.08,Month-to-Month,0
2836,45,76.81,9.14,Two Year,0
2837,19,108.38,42.41,One Year,0
2838,67,77.73,56.37,Month-to-Month,0
2839,23,54.61,19.55,One Year,0
2840,26,75.7,45.37,Two Year,0
2841,50,195.48,60.5,Month-to-Month,0
2842,58,94.0,33.41,Month-to-Month,0
2843,42,100.05,78.31,Two Year,0
2844,65,123.78,84.2,Month-to-Month,0
2845,30,197.0,33.04,Two Year,0
2846,26,63.49,84.03,Month-to-Month,0
2847,70,142.63,11.25,Two Year,0
2848,30,148.88,83.94,One Year,0
2849,48,129.32,16.12,One Year,1
2850,58,35.94,9.21,One Year,0
2851,28,141.84,64.54,Month-to-Month,0
2852,21,31.54,47.72,Two Year,0
2853,51,127.31,90.88,Two Year,0
2854,78,153.12,36.96,One Year,1
2855,55,57.97,29.43,One Year,0
2856,63,171.49,50.57,One Year,0
2857,21,25.46,46.14,Two Year,0
2858,55,171.89,35.1,One Year,0
2859,36,102.86,69.68,Month-to-Month,0
2860,23,59.17,76.2,One Year,0
2861,51,44.08,85.45,One Year,0
2862,35,191.6,97.31,Two Year,0
2863,30,33.08,27.4,Month-to-Month,1
2864,58,55.84,71.89,Two Year,1
2865,40,82.61,40.03,Month-to-Month,0
2866,36,131.64,68.03,Month-to-Month,0
2867,62,118.06,48.12,One Year,0
2868,28,42.62,99.38,One Year,0
2869,18,72.15,73.16,Two Year,1
2870,41,62.98,95.3,Two Year,0
2871,79,58.44,83.66,Two Year,0
2872,71,94.01,90.39,Month-to-Month,1
2873,24,146.73,81.63,Two Year,1
2874,42,59.14,46.46,Month-to-Month,0
2875,38,86.0,25.93,Month-to-Month,0
2876,32,90.37,37.66,Month-to-Month,0
2877,18,195.76,3.0,Month-to-Month,0
2878,29,191.84,52.88,Month-to-Month,1
2879,75,164.02,51.0,One Year,0
2880,24,63.5,53.0,Month-to-Month,0
2881,32,32.25,97.43,Month-to-Month,0
2882,38,77.04,91.23,One Year,1
2883,36,68.02,17.01,One Year,1
2884,77,111.07,37.52,One Year,1
2885,46,159.99,42.97,Two Year,0
2886,42,174.5,36.69,Two Year,1
2887,50,172.08,80.05,Month-to-Month,0
2888,66,84.74,52.88,Month-to-Month,0
2889,49,143.7,57.64,Month-to-Month,0
2890,66,76.31,85.45,Month-to-Month,1
2891,52,30.96,80.79,One Year,1
2892,61,146.28,14.09,Two Year,0
2893,55,21.77,71.68,One Year,0
2894,43,93.65,44.11,Two Year,1
2895,28,79.29,30.17,One Year,0
2896,52,144.81,5.95,Month-to-Month,1
2897,25,157.92,49.24,Two Year,0
2898,63,74.74,36.19,Month-to-Month,0
2899,31,166.09,25.9,Two Year,0
2900,27,72.91,69.77,Two Year,0
2901,19,100.34,77.18,Month-to-Month,0
2902,63,150.86,25.23,Month-to-Month,0
2903,26,144.73,5.9,Month-to-Month,0
2904,20,197.73,85.03,One Year,0
2905,38,60.53,1.99,Two Year,1
2906,43,139.22,93.77,Two Year,0
2907,25,129.74,63.13,Two Year,0
2908,65,184.72,32.86,Month-to-Month,1
2909,19,48.15,25.4,Two Year,0
2910,23,155.32,1.89,Two Year,0
2911,45,122.29,24.31,Month-to-Month,0
2912,70,69.44,14.64,Month-to-Month,1
2913,46,105.4,61.6,Two Year,1
2914,43,80.08,17.49,One Year,0
2915,42,124.28,53.33,Month-to-Month,1
2916,29,180.02,59.42,One Year,0
2917,22,122.47,30.51,One Year,0
2918,51,133.71,4.47,One Year,1
2919,65,113.37,4.69,One Year,0
2920,54,29.21,3.61,Month-to-Month,1
2921,32,61.91,74.17,Two Year,0
2922,61,108.56,32.48,Two Year,0
2923,53,75.84,79.83,Month-to-Month,1
2924,32,52.72,43.74,Month-to-Month,0
2925,60,110.74,45.85,One Year,1
2926,65,78.11,51.78,One Year,1
2927,40,66.46,71.59,Month-to-Month,1
2928,23,103.52,28.08,Two Year,0
2929,63,43.99,13.04,One Year,0
2930,67,186.99,56.05,Month-to-Month,1
2931,61,176.19,33.37,Month-to-Month,0
2932,76,147.37,44.81,Month-to-Month,0
2933,60,39.12,65.05,One Year,1
2934,62,159.66,49.92,Month-to-Month,0
2935,38,165.43,62.41,Two Year,1
2936,40,158.2,54.88,Month-to-Month,0
2937,60,40.51,74.24,One Year,0
2938,72,135.9,70.89,Two Year,0
2939,33,170.18,53.88,Two Year,0
2940,64,123.92,68.21,Month-to-Month,0
2941,70,136.35,87.48,Month-to-Month,0
2942,77,102.51,43.79,Two Year,1
2943,32,115.17,41.86,Month-to-Month,0
2944,42,26.19,76.66,One Year,0
2945,53,135.01,58.67,Two Year,0
2946,28,34.66,8.03,Month-to-Month,0
2947,68,98.3,89.32,Two Year,0
2948,32,72.68,4.05,Month-to-Month,0
2949,21,118.18,75.09,Month-to-Month,0
2950,38,44.01,76.12,One Year,0
2951,30,144.5,95.36,Month-to-Month,0
2952,39,163.1,6.36,Month-to-Month,0
2953,36,49.4,60.09,Month-to-Month,0
2954,51,38.78,43.36,One Year,0
2955,31,46.19,33.73,Month-to-Month,0
2956,78,177.88,9.94,Month-to-Month,0
2957,21,115.07,56.7,Month-to-Month,0
2958,65,104.11,48.43,Two Year,0
2959,70,39.21,11.35,One Year,1
2960,69,136.92,61.64,Two Year,1
2961,63,176.24,74.06,One Year,0
2962,44,169.07,76.96,One Year,1
2963,46,132.69,90.63,Two Year,0
2964,64,33.55,41.54,One Year,0
2965,45,40.23,95.35,One Year,0
2966,52,28.88,86.68,Two Year,0
2967,25,66.35,30.35,Month-to-Month,0
2968,33,44.42,16.77,One Year,0
2969,59,66.81,44.1,Two Year,1
2970,53,89.31,40.79,One Year,0
2971,47,189.74,58.0,Two Year,0
2972,35,129.87,58.76,Month-to-Month,0
2973,19,170.3,75.25,One Year,1
2974,66,147.86,51.48,Month-to-Month,0
2975,30,40.25,11.38,Month-to-Month,0
2976,21,152.47,85.97,Two Year,0
2977,43,69.52,31.67,One Year,0
2978,42,135.04,97.16,One Year,0
2979,47,81.37,12.67,One Year,0
2980,28,199.58,95.87,One Year,0
2981,24,67.44,10.01,One Year,0
2982,48,70.24,23.87,Two Year,0
2983,61,187.52,5.61,One Year,0
2984,27,24.44,70.81,Month-to-Month,0
2985,56,145.4,85.18,Month-to-Month,0
2986,30,150.56,43.97,One Year,0
2987,48,170.55,92.92,Two Year,1
2988,24,195.4,59.44,Two Year,0
2989,73,195.61,63.37,One Year,0
2990,66,31.75,84.7,Month-to-Month,0
2991,59,167.93,30.38,One Year,1
2992,78,136.34,36.07,One Year,0
2993,59,136.52,90.69,One Year,0
2994,73,43.1,90.2,Two Year,0
2995,53,137.03,97.67,Two Year,0
2996,37,196.85,90.28,Month-to-Month,0
2997,21,184.13,13.61,Month-to-Month,1
2998,71,99.04,82.55,One Year,0
2999,24,27.19,41.57,Month-to-Month,0
3000,71,85.21,99.09,One Year,0
3001,18,168.75,47.76,Month-to-Month,0
3002,61,146.27,55.83,One Year,1
3003,73,102.68,53.45,Two Year,0
3004,62,29.92,32.85,One Year,1
3005,59,96.84,8.43,Two Year,0
3006,64,104.42,89.67,Two Year,0
3007,76,187.14,80.46,Month-to-Month,0
3008,30,135.4,14.81,Month-to-Month,0
3009,72,76.1,77.9,Two Year,0
3010,39,114.56,62.96,One Year,0
3011,71,31.89,41.51,One Year,0
3012,38,195.06,26.15,Month-to-Month,0
3013,39,84.81,86.11,One Year,0
3014,45,106.02,70.32,One Year,0
3015,26,83.95,55.23,One Year,0
3016,43,142.85,61.35,Two Year,1
3017,26,139.2,10.02,Two Year,0
3018,32,148.76,47.92,One Year,0
3019,27,68.27,20.18,Month-to-Month,0
3020,41,76.82,21.63,One Year,0
3021,75,42.55,66.47,Month-to-Month,0
3022,74,137.99,91.21,Two Year,1
3023,78,27.16,40.97,One Year,0
3024,59,127.58,21.57,One Year,0
3025,25,176.55,65.23,Month-to-Month,0
3026,41,180.35,87.25,Month-to-Month,0
3027,33,100.83,75.08,One Year,0
3028,66,102.67,87.01,One Year,1
3029,43,33.85,54.12,Month-to-Month,0
3030,44,140.74,75.44,Two Year,1
3031,54,167.83,14.87,Month-to-Month,0
3032,21,64.04,35.48,One Year,0
3033,67,95.83,39.57,Two Year,0
3034,41,170.99,51.62,Two Year,0
3035,36,177.88,92.98,Two Year,1
3036,53,63.77,87.56,Two Year,0
3037,77,119.1,14.32,One Year,1
3038,56,54.65,18.11,Two Year,0
3039,27,38.34,36.41,Month-to-Month,0
3040,42,184.0,29.78,Month-to-Month,1
3041,35,167.69,61.86,Month-to-Month,0
3042,36,156.81,90.37,One Year,1
3043,53,28.78,96.27,Two Year,0
3044,27,171.87,65.71,Month-to-Month,1
3045,50,98.85,83.98,Month-to-Month,0
3046,72,81.63,53.0,Month-to-Month,0
3047,67,118.37,21.62,Two Year,0
3048,22,36.44,52.94,Month-to-Month,0
3049,64,156.2,55.95,Two Year,0
3050,66,124.84,74.5,Two Year,0
3051,52,53.59,22.77,Two Year,0
3052,61,53.88,37.46,One Year,0
3053,51,53.16,37.04,One Year,0
3054,50,30.26,95.98,Two Year,0
3055,72,125.8,44.95,Two Year,0
3056,38,171.26,75.75,One Year,0
3057,34,23.15,75.33,One Year,0
3058,39,28.82,27.29,Two Year,0
3059,65,123.1,57.62,One Year,0
3060,54,167.51,89.54,Month-to-Month,1
3061,32,78.81,48.04,Two Year,0
3062,52,82.93,94.57,Two Year,0
3063,45,127.34,22.23,One Year,0
3064,24,69.36,8.34,Month-to-Month,0
3065,49,24.79,89.25,One Year,1
3066,28,152.34,84.92,Month-to-Month,1
3067,27,132.62,99.27,Month-to-Month,0
3068,26,124.54,68.26,Two Year,0
3069,31,153.5,93.73,Month-to-Month,0
3070,30,141.54,82.87,Two Year,0
3071,78,57.06,84.6,Month-to-Month,1
3072,74,83.45,57.35,Two Year,0
3073,79,42.7,38.85,Month-to-Month,0
3074,42,43.37,93.52,One Year,0
3075,19,141.72,43.78,Month-to-Month,0
3076,52,174.55,54.34,One Year,0
3077,24,193.29,45.17,Month-to-Month,1
3078,38,133.1,56.92,Month-to-Month,0
3079,35,53.14,47.58,Two Year,1
3080,20,39.02,5.75,Month-to-Month,0
3081,59,166.31,88.32,Month-to-Month,0
3082,71,124.18,44.99,Month-to-Month,0
3083,78,131.29,59.31,One Year,0
3084,56,160.66,14.78,Two Year,1
3085,58,146.59,1.34,Two Year,0
3086,66,170.2,25.28,Month-to-Month,0
3087,28,30.12,70.75,Month-to-Month,0
3088,56,154.55,10.82,One Year,0
3089,41,173.15,90.98,Month-to-Month,0
3090,77,71.5,22.29,Two Year,0
3091,63,135.28,21.25,Two Year,0
3092,36,76.55,18.97,One Year,0
3093,21,192.43,2.38,One Year,0
3094,43,26.02,77.41,Two Year,0
3095,55,124.36,87.63,One Year,0
3096,59,49.97,61.8,Month-to-Month,0
3097,49,148.2,19.63,Month-to-Month,0
3098,56,51.66,29.24,One Year,0
3099,62,62.37,48.12,Two Year,0
3100,63,108.99,95.48,One Year,0
3101,53,184.67,25.49,Two Year,0
3102,57,58.11,73.43,One Year,0
3103,54,45.96,44.51,One Year,0
3104,50,156.62,30.49,One Year,0
3105,53,110.11,46.14,Month-to-Month,0
3106,20,184.12,8.05,Month-to-Month,1
3107,26,46.39,80.07,Two Year,0
3108,25,136.27,25.09,One Year,1
3109,50,61.92,72.82,Month-to-Month,0
3110,76,48.22,7.77,One Year,0
3111,23,143.02,95.55,Two Year,0
3112,58,126.86,20.11,Month-to-Month,0
3113,56,155.87,88.39,Two Year,0
3114,21,75.7,81.14,Month-to-Month,0
3115,30,100.63,96.82,One Year,1
3116,66,92.98,48.31,Two Year,0
3117,77,197.14,73.01,Month-to-Month,1
3118,19,72.6,37.7,Month-to-Month,0
3119,77,73.07,19.25,One Year,0
3120,22,83.82,44.86,Two Year,0
3121,61,121.63,17.41,Two Year,0
3122,44,65.42,98.22,Two Year,0
3123,49,184.75,10.53,One Year,1
3124,38,67.82,59.33,Month-to-Month,0
3125,25,181.25,63.02,Month-to-Month,0
3126,55,38.63,54.27,Two Year,0
3127,25,138.18,66.56,Month-to-Month,0
3128,67,183.26,12.5,Two Year,0
3129,20,50.37,55.95,One Year,0
3130,71,194.3,29.43,One Year,0
3131,61,101.52,94.08,One Year,0
3132,78,190.23,76.45,Two Year,0
3133,75,141.83,97.28,Month-to-Month,0
3134,20,74.29,4.72,One Year,0
3135,39,53.89,29.23,Two Year,0
3136,23,74.67,20.35,Two Year,0
3137,19,36.74,2.1,One Year,1
3138,40,45.9,24.99,One Year,1
3139,61,38.84,68.2,One Year,0
3140,19,96.13,23.88,Month-to-Month,1
3141,55,163.2,51.39,Month-to-Month,0
3142,34,45.45,88.89,Two Year,0
3143,52,43.46,69.68,One Year,0
3144,51,135.82,40.07,One Year,1
3145,40,55.49,37.87,Month-to-Month,0
3146,47,37.57,46.12,One Year,1
3147,69,50.03,18.53,Two Year,1
3148,25,186.27,63.77,One Year,0
3149,39,167.86,37.05,Month-to-Month,0
3150,61,83.73,85.38,Two Year,0
3151,75,138.05,75.9,Two Year,0
3152,53,116.71,61.44,One Year,0
3153,22,141.88,37.06,Two Year,0
3154,30,142.88,21.78,One Year,0
3155,46,133.17,77.84,One Year,0
3156,48,67.9,49.15,Month-to-Month,0
3157,64,27.02,23.25,Two Year,0
3158,74,102.0,20.32,One Year,0
3159,72,180.38,17.37,One Year,0
3160,33,122.51,77.94,One Year,0
3161,59,169.83,23.67,Two Year,1
3162,79,198.49,53.14,Two Year,0
3163,47,49.45,45.7,Two Year,0
3164,74,144.52,58.38,One Year,1
3165,72,141.37,87.84,Two Year,0
3166,33,196.39,86.91,One Year,0
3167,29,197.41,45.66,Two Year,0
3168,34,143.6,2.52,Two Year,1
3169,33,63.85,43.22,One Year,1
3170,29,163.74,61.01,Two Year,0
3171,25,39.27,56.22,One Year,0
3172,37,160.53,65.48,Two Year,1
3173,20,183.84,16.25,Two Year,0
3174,33,88.91,65.01,Two Year,0
3175,47,133.51,19.08,Two Year,0
3176,62,97.43,75.3,Month-to-Month,0
3177,40,98.8,34.57,One Year,0
3178,45,75.87,71.28,Month-to-Month,0
3179,68,157.18,5.74,Two Year,0
3180,57,188.51,41.38,Two Year,0
3181,71,189.34,70.8,One Year,0
3182,22,51.46,23.46,One Year,0
3183,37,177.45,79.73,One Year,0
3184,57,152.74,63.45,One Year,0
3185,73,65.51,59.17,Two Year,1
3186,61,32.11,36.0,One Year,0
3187,18,68.24,48.76,Month-to-Month,0
3188,74,184.2,60.14,One Year,0
3189,47,133.97,47.77,One Year,0
3190,38,149.79,70.13,Month-to-Month,0
3191,37,66.29,43.94,Month-to-Month,0
3192,23,149.49,21.03,Month-to-Month,0
3193,39,25.06,22.18,Month-to-Month,1
3194,35,87.56,1.57,One Year,0
3195,25,132.82,30.79,Month-to-Month,0
3196,56,46.3,75.14,Two Year,0
3197,49,168.14,79.62,One Year,0
3198,50,62.31,21.04,Two Year,0
3199,70,137.41,95.95,One Year,0
3200,33,92.94,50.74,One Year,0
3201,29,127.29,91.78,Two Year,0
3202,55,39.34,70.97,Month-to-Month,0
3203,69,23.04,72.52,Month-to-Month,0
3204,51,183.72,9.42,Two Year,1
3205,78,68.53,22.78,Month-to-Month,0
3206,31,167.54,1.87,One Year,0
3207,53,199.88,71.9,One Year,0
3208,50,58.06,35.1,One Year,1
3209,40,67.73,78.88,Month-to-Month,1
3210,67,139.31,34.55,Month-to-Month,0
3211,62,193.78,82.11,Two Year,1
3212,19,184.85,13.94,One Year,0
3213,58,110.52,18.16,Two Year,1
3214,38,163.12,34.75,Month-to-Month,0
3215,19,44.43,41.44,Two Year,0
3216,44,195.94,35.52,Month-to-Month,0
3217,74,193.58,76.6,One Year,0
3218,26,49.47,10.6,One Year,0
3219,18,73.9,35.77,Month-to-Month,0
3220,28,38.03,83.89,Month-to-Month,0
3221,20,68.91,7.61,Month-to-Month,0
3222,69,166.87,94.29,One Year,0
3223,79,88.1,98.65,Month-to-Month,1
3224,40,35.91,9.77,One Year,1
3225,43,81.6,29.84,Two Year,1
3226,21,196.65,37.87,One Year,0
3227,35,133.34,77.86,Two Year,0
3228,72,94.91,60.0,One Year,0
3229,23,49.98,64.79,One Year,0
3230,52,197.51,75.99,Month-to-Month,0
3231,39,167.75,12.68,One Year,0
3232,60,70.67,83.49,Month-to-Month,1
3233,32,32.61,70.86,Month-to-Month,0
3234,39,30.19,58.16,Month-to-Month,1
3235,77,41.67,89.08,One Year,0
3236,54,124.54,70.33,Month-to-Month,0
3237,69,187.18,20.97,Two Year,0
3238,59,109.41,43.54,Two Year,0
3239,29,171.73,49.91,One Year,1
3240,64,100.26,6.47,Month-to-Month,0
3241,66,147.55,95.51,Two Year,0
3242,59,151.74,13.73,One Year,0
3243,55,51.31,70.05,One Year,0
3244,35,85.02,51.12,One Year,0
3245,62,134.71,3.54,One Year,0
3246,52,32.73,92.55,One Year,0
3247,47,85.08,85.33,Month-to-Month,0
3248,41,116.26,52.9,Month-to-Month,0
3249,59,199.32,23.67,Month-to-Month,1
3250,47,105.42,13.04,Month-to-Month,0
3251,31,166.89,36.98,One Year,0
3252,23,97.77,26.29,One Year,0
3253,20,163.35,51.16,Two Year,0
3254,33,127.17,96.67,Two Year,0
3255,24,179.59,57.92,Month-to-Month,0
3256,69,93.97,89.1,One Year,1
3257,31,128.77,65.44,Two Year,0
3258,26,133.4,48.05,Two Year,0
3259,32,95.13,85.61,Two Year,0
3260,38,45.98,47.67,Two Year,0
3261,52,36.84,86.99,Month-to-Month,0
3262,19,23.0,29.87,One Year,0
3263,44,177.24,13.75,Month-to-Month,0
3264,19,62.57,85.68,Two Year,0
3265,52,58.07,59.15,Two Year,1
3266,35,152.49,89.02,One Year,0
3267,31,77.6,93.84,One Year,1
3268,37,111.09,6.31,Month-to-Month,1
3269,35,49.25,50.6,One Year,1
3270,27,192.75,38.12,Month-to-Month,0
3271,42,173.28,62.96,Month-to-Month,1
3272,19,175.48,79.57,Two Year,0
3273,42,93.22,28.78,Month-to-Month,0
3274,78,157.23,56.12,Two Year,0
3275,71,45.9,71.16,Month-to-Month,0
3276,50,21.55,14.31,Month-to-Month,1
3277,53,23.6,81.59,One Year,0
3278,48,125.59,61.0,One Year,0
3279,31,101.97,95.0,Two Year,0
3280,18,113.24,34.61,One Year,1
3281,63,21.34,11.71,Month-to-Month,0
3282,33,96.08,51.14,Two Year,0
3283,71,149.25,9.5,Two Year,0
3284,63,99.68,96.98,Two Year,0
3285,78,151.8,4.83,Month-to-Month,0
3286,69,61.94,75.6,One Year,0
3287,20,166.37,52.99,Two Year,1
3288,52,125.92,37.49,Month-to-Month,0
3289,58,57.94,7.52,One Year,0
3290,23,62.61,62.59,One Year,0
3291,42,133.05,58.94,Two Year,1
3292,30,169.39,28.81,Month-to-Month,1
3293,70,94.81,91.11,One Year,0
3294,51,66.49,31.11,Month-to-Month,1
3295,25,176.06,45.52,One Year,0
3296,38,140.47,54.83,Two Year,0
3297,51,100.66,10.92,Two Year,0
3298,21,107.82,93.28,One Year,0
3299,42,56.77,38.08,Month-to-Month,0
3300,32,132.82,9.0,One Year,0
3301,21,84.57,39.34,Month-to-Month,1
3302,62,199.22,60.42,One Year,0
3303,77,106.43,51.85,Two Year,0
3304,29,107.46,69.76,Month-to-Month,0
3305,49,121.85,6.49,Two Year,0
3306,49,185.02,29.17,Month-to-Month,1
3307,45,164.15,82.1,One Year,0
3308,30,101.2,8.91,Two Year,1
3309,48,149.37,85.69,Two Year,0
3310,31,125.52,10.1,Month-to-Month,0
3311,37,108.63,83.61,Month-to-Month,0
3312,35,54.62,36.72,Month-to-Month,0
3313,46,103.51,61.61,Two Year,0
3314,77,64.25,16.14,One Year,0
3315,23,184.67,7.55,Month-to-Month,0
3316,49,80.37,22.38,One Year,0
3317,46,191.41,13.66,Month-to-Month,0
3318,60,115.95,31.93,One Year,0
3319,79,133.68,51.92,Month-to-Month,0
3320,19,117.73,59.29,One Year,0
3321,77,43.29,79.2,Two Year,0
3322,40,87.65,65.97,Month-to-Month,0
3323,36,37.85,61.27,Month-to-Month,1
3324,48,132.13,41.77,Two Year,1
3325,68,100.44,47.91,Month-to-Month,0
3326,22,160.04,42.04,Month-to-Month,0
3327,36,59.68,84.37,Two Year,0
3328,51,49.62,23.77,Two Year,0
3329,27,93.14,1.57,One Year,1
3330,42,186.79,65.48,Two Year,1
3331,19,147.88,21.04,Two Year,1
3332,79,95.41,89.12,Month-to-Month,0
3333,28,113.11,86.05,Two Year,1
3334,67,35.16,8.6,Month-to-Month,0
3335,78,197.22,11.53,Two Year,1
3336,48,139.95,50.02,Two Year,0
3337,73,71.37,61.31,One Year,0
3338,32,125.45,28.22,Two Year,0
3339,26,39.71,71.96,Two Year,0
3340,40,193.85,59.9,Month-to-Month,0
3341,36,51.46,33.16,Month-to-Month,1
3342,26,136.65,3.51,One Year,0
3343,52,64.18,75.26,Two Year,0
3344,38,149.16,22.26,Month-to-Month,0
3345,26,159.83,83.61,Two Year,0
3346,45,141.22,42.61,One Year,1
3347,79,130.61,58.13,Month-to-Month,0
3348,63,180.64,87.42,Month-to-Month,0
3349,68,34.15,86.5,One Year,1
3350,24,79.56,37.78,Two Year,1
3351,33,64.69,21.68,Month-to-Month,0
3352,33,197.84,77.74,Month-to-Month,0
3353,77,90.09,43.87,One Year,0
3354,50,151.87,20.01,One Year,0
3355,21,143.25,90.54,One Year,0
3356,21,58.17,20.61,Two Year,1
3357,56,63.02,3.55,Two Year,0
3358,57,70.63,3.01,Two Year,0
3359,34,94.0,62.61,One Year,0
3360,54,62.18,66.51,Month-to-Month,0
3361,56,23.54,31.79,Two Year,1
3362,77,178.29,32.68,One Year,0
3363,69,193.81,34.61,Two Year,0
3364,46,81.48,68.34,Month-to-Month,0
3365,69,80.93,6.76,Month-to-Month,0
3366,53,21.28,92.98,One Year,1
3367,77,142.45,23.03,Month-to-Month,0
3368,55,168.58,99.97,One Year,0
3369,56,46.39,17.98,One Year,0
3370,67,48.74,77.38,One Year,0
3371,54,162.21,23.12,One Year,0
3372,69,130.93,9.0,Month-to-Month,0
3373,79,28.07,87.62,Month-to-Month,1
3374,78,132.06,86.02,Month-to-Month,0
3375,52,75.61,40.95,Month-to-Month,0
3376,24,86.37,70.54,One Year,1
3377,44,158.55,56.15,One Year,1
3378,45,165.97,85.44,Month-to-Month,1
3379,39,92.06,32.19,Two Year,1
3380,31,190.49,52.84,Two Year,0
3381,24,93.16,49.05,Two Year,0
3382,54,158.93,36.04,Month-to-Month,0
3383,78,107.1,89.25,One Year,0
3384,39,181.56,17.42,One Year,1
3385,22,183.4,15.8,Two Year,0
3386,79,35.74,58.11,Two Year,0
3387,72,188.57,66.09,One Year,1
3388,19,168.6,20.27,Two Year,0
3389,79,162.44,39.68,Two Year,0
3390,44,56.16,94.71,One Year,0
3391,38,164.92,25.42,Two Year,0
3392,71,173.02,67.17,Two Year,0
3393,55,72.05,74.27,Month-to-Month,1
3394,32,191.41,45.36,Two Year,0
3395,38,28.97,93.82,Month-to-Month,1
3396,27,46.98,73.93,One Year,0
3397,40,116.76,46.33,Month-to-Month,0
3398,75,123.64,57.36,One Year,0
3399,73,136.13,69.57,Month-to-Month,0
3400,56,23.05,59.63,Month-to-Month,1
3401,22,192.87,87.99,Month-to-Month,0
3402,18,28.03,36.33,Two Year,1
3403,30,45.75,30.69,Two Year,1
3404,38,22.52,22.17,Two Year,1
3405,43,122.03,4.74,Two Year,0
3406,67,187.81,5.26,Two Year,1
3407,62,139.87,87.14,Month-to-Month,0
3408,38,168.08,68.16,Two Year,0
3409,70,22.39,66.39,One Year,0
3410,35,117.56,61.85,Month-to-Month,1
3411,54,102.72,85.07,Month-to-Month,0
3412,62,109.81,48.55,One Year,0
3413,49,33.0,87.17,Two Year,0
3414,53,143.2,36.59,One Year,0
3415,34,110.58,92.74,Month-to-Month,0
3416,52,157.73,70.17,Month-to-Month,1
3417,66,107.35,26.46,Month-to-Month,0
3418,77,46.89,56.84,One Year,1
3419,28,136.69,53.77,Two Year,0
3420,38,51.03,14.65,Month-to-Month,1
3421,69,177.03,59.53,Two Year,0
3422,72,130.36,32.16,Month-to-Month,0
3423,70,48.3,6.18,Two Year,0
3424,43,193.22,94.92,One Year,0
3425,79,113.31,64.51,Month-to-Month,1
3426,21,33.12,87.81,Month-to-Month,0
3427,51,132.83,67.93,Month-to-Month,1
3428,69,65.58,36.34,One Year,0
3429,65,164.66,51.76,One Year,0
3430,77,167.21,67.9,Two Year,0
3431,35,196.21,96.06,One Year,0
